 Campaign_ID ,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks ,Spend,Conversions,Active,Clicks,Campaign_Tag
CMP-01518,Q1_Winter_CMP-01518,2023-03-10,2023-10-04,Facebook,71342,2488,1676.25,436.0,True,,FA
CMP-01519,Q1_Winter_CMP-01519,2023-10-21 00:00:00,2023-11-03,N/A,13182,655,1021.1,63.0,False,,XX
CMP-01520,Q2_Launch_CMP-01520,2023-04-03 00:00:00,2023-04-22,Instagram,88833,2261,2838.76,285.0,1,,IN
CMP-01521,Q3_Summer_CMP-01521,2023-10-16 00:00:00,2023-10-28,Google Ads,57276,1887,3290.41,207.0,False,,GO
CMP-01522,Q4_Launch_CMP-01522,2023-12-05 00:00:00,2023-12-17,Email,20541,546,689.17,97.0,0,,EM
CMP-01523,Q3_Winter_CMP-01523,2023-04-21 00:00:00,2023-05-04,TikTok,95457,4189,5991.79,480.0,False,,TI
CMP-01524,Q4_Launch_CMP-01524,2023-09-04 00:00:00,2023-09-05,TikTok,83310,3839,4670.58,414.0,True,,TI
CMP-01525,Q2_Launch_CMP-01525,2023-11-04 00:00:00,2023-11-20,Facebook,45813,2065,2513.6,316.0,0,,FA
CMP-01526,Q3_Launch_CMP-01526,2023-04-04 00:00:00,2023-04-18,Email,38198,1870,3089.16,262.0,1,,EM
CMP-01527,Q1_BlackFriday_CMP-01527,2023-03-27 00:00:00,2023-04-20,Google Ads,9820,109,157.27,7.0,1,,GO
CMP-01528,Q3_BlackFriday_CMP-01528,2023-08-21,2023-09-05,Google Ads,25070,1092,1583.29,137.0,Yes,,GO
CMP-01529,Q2_BlackFriday_CMP-01529,2023-07-13 00:00:00,2023-08-12,TikTok,70768,2835,3332.33,454.0,0,,TI
CMP-01530,Q3_Launch_CMP-01530,2023-04-14 00:00:00,2023-04-28,Facebook,12122,232,300.83,46.0,Yes,,FA
CMP-01531,Q4_Summer_CMP-01531,2023-12-17 00:00:00,2023-12-20,Tik_Tok,81559,3935,6369.1,568.0,Yes,,TI
CMP-01532,Q3_BlackFriday_CMP-01532,2023-02-19 00:00:00,2023-03-05,Facebook,74543,1187,2064.09,125.0,True,,FA
CMP-01533,Q1_BlackFriday_CMP-01533,04/11/2023,2023-11-13,TikTok,84441,3139,4849.26,263.0,False,,TI
CMP-01534,Q4_Summer_CMP-01534,2023-09-30 00:00:00,2023-10-12,Google Ads,42786,812,1531.52,146.0,1,42843.0,GO
CMP-01535,Q2_Summer_CMP-01535,2023-09-04 00:00:00,2023-09-12,Instagram,95934,2614,4523.49,450.0,1,,IN
CMP-01536,Q2_Launch_CMP-01536,2023-10-04 00:00:00,2023-10-13,Instagram,7737,299,401.5,25.0,False,,IN
CMP-01537,Q1_Summer_CMP-01537,2023-12-14 00:00:00,2023-12-26,Instagram,37062,1205,1816.07,96.0,1,,IN
CMP-01538,Q3_Winter_CMP-01538,2023-07-09 00:00:00,2023-08-08,Email,55237,1496,$2826.64,235.0,False,,EM
CMP-01539,Q3_BlackFriday_CMP-01539,2023-08-08 00:00:00,2023-08-17,TikTok,52571,1211,1730.22,117.0,0,,TI
CMP-01540,Q4_Launch_CMP-01540,2023-07-15 00:00:00,2023-07-31,Instagram,26510,1155,2006.48,110.0,True,,IN
CMP-01541,Q1_Winter_CMP-01541,2023-12-23 00:00:00,2023-12-29,Facebook,20426,321,492.16,23.0,True,,FA
CMP-01542,Q4_Winter_CMP-01542,2023-05-11 00:00:00,2023-05-17,Instagram,38265,1040,$1381.02,93.0,No,,IN
CMP-01543,Q2_Winter_CMP-01543,2023-02-12 00:00:00,2023-02-20,TikTok,18850,869,$749.74,99.0,True,,TI
CMP-01544,Q1_Winter_CMP-01544,2023-07-29,2023-08-26,Email,67150,2943,3352.07,470.0,False,,EM
CMP-01545,Q3_Winter_CMP-01545,2023-01-04 00:00:00,2023-01-23,Instagram,88312,2299,4486.76,,No,,IN
CMP-01546,Q1_BlackFriday_CMP-01546,2023-01-04 00:00:00,2023-01-25,Facebook,90613,3672,5458.97,364.0,False,,FA
CMP-01547,Q2_Winter_CMP-01547,2023-06-11 00:00:00,2023-06-28,N/A,75910,3258,4387.2,302.0,Y,,XX
CMP-01548,Q3_Winter_CMP-01548,2023-08-07 00:00:00,2023-08-27,Facebook,53375,2431,4617.53,295.0,No,,FA
CMP-01549,Q1_Winter_CMP-01549,2023-10-02 00:00:00,2023-10-19,TikTok,36435,1157,1596.39,89.0,1,,TI
CMP-01550,Q2_Winter_CMP-01550,2023-05-22 00:00:00,2023-06-17,Facebok,97443,1771,2283.04,217.0,1,,FA
CMP-01551,Q4_Winter_CMP-01551,2023-04-15 00:00:00,2023-04-22,Google Ads,58132,1174,1924.15,182.0,Y,,INVALID
CMP-01552,Q3_Summer_CMP-01552,2023-09-05 00:00:00,2023-10-03,Facebook,79945,1745,2737.9,95.0,Y,,FA
CMP-01553,Q4_BlackFriday_CMP-01553,2023-09-05 00:00:00,2023-09-07,Facebook,83050,2803,$2213.64,144.0,True,,FA
CMP-01554,Q4_Launch_CMP-01554,2023-06-26 00:00:00,2023-07-09,Email,96402,1090,1315.59,66.0,Y,,EM
CMP-01555,Q4_Launch_CMP-01555,2023-03-12 00:00:00,2023-03-24,TikTok,3983,141,170.44,18.0,False,,TI
CMP-01556,Q3_Winter_CMP-01556,2023-04-28 00:00:00,2023-04-30,Google Ads,98241,2414,2576.55,430.0,Yes,,GO
CMP-01557,Q3_Summer_CMP-01557,2023-03-24 00:00:00,2023-04-18,TikTok,21662,472,$602.24,23.0,False,,TI
CMP-01558,Q1_BlackFriday_CMP-01558,2023-06-23 00:00:00,2023-07-01,Email,24510,1107,1239.46,,No,,EM
CMP-01559,Q3_Winter_CMP-01559,2023-12-17 00:00:00,2023-12-20,Google Ads,79187,2248,1796.19,148.0,Y,,GO
CMP-01560,Q1_Summer_CMP-01560,22/11/2023,2023-12-15,Google Ads,41998,579,-647.64,102.0,1,,GO
CMP-01561,Q4_Winter_CMP-01561,2023-02-16 00:00:00,2023-03-18,Instagram,57846,2491,1515.56,304.0,False,,IN
CMP-01562,Q2_Launch_CMP-01562,2023-11-04,2023-04-17,TikTok,95071,1131,1542.32,168.0,1,,TI
CMP-01563,Q2_Winter_CMP-01563,2023-04-24 00:00:00,2023-04-27,Facebook,7640,298,$530.58,37.0,False,,FA
CMP-01564,Q4_Winter_CMP-01564,2023-07-16 00:00:00,2023-08-05,Google Ads,45547,1865,2961.49,226.0,1,,GO
CMP-01565,Q4_Launch_CMP-01565,2023-12-02 00:00:00,2023-12-25,Facebook,55620,1340,1394.39,234.0,0,,FA
CMP-01566,Q2_Winter_CMP-01566,02/11/2023,2023-11-20,TikTok,16317,701,442.06,114.0,False,,TI
CMP-01567,Q3_Summer_CMP-01567,2023-03-31 00:00:00,2023-04-02,Insta_gram,8564,262,210.44,32.0,No,,IN
CMP-01568,Q2_BlackFriday_CMP-01568,2023-04-14 00:00:00,2023-04-23,Facebook,28345,808,1065.13,53.0,1,,FA
CMP-01569,Q2_Launch_CMP-01569,2023-09-23,2023-09-26,Google Ads,95223,1125,911.91,75.0,Yes,,GO
CMP-01570,Q1_Winter_CMP-01570,2023-11-03 00:00:00,2023-11-20,Instagram,80273,1733,2280.56,295.0,No,,IN
CMP-01571,Q2_Launch_CMP-01571,2023-11-11,2023-12-11,Email,75859,3583,3036.23,,True,,EM
CMP-01572,Q2_BlackFriday_CMP-01572,2023-05-03 00:00:00,2023-05-12,TikTok,81765,2099,3722.34,,False,,TI
CMP-01573,Q3_Summer_CMP-01573,2023-02-14 00:00:00,2023-03-01,Insta_gram,75038,2391,2620.31,363.0,Yes,75079.0,IN
CMP-01574,Q1_BlackFriday_CMP-01574,2023-06-30 00:00:00,2023-07-05,Gogle,53393,1670,$1450.1,,True,,GO
CMP-01575,Q1_Launch_CMP-01575,2023-04-13 00:00:00,2023-04-23,Google Ads,67081,2255,3875.19,325.0,False,,GO
CMP-01576,Q2_Launch_CMP-01576,2023-02-05 00:00:00,2023-02-10,Google Ads,30430,378,383.39,62.0,Yes,,GO
CMP-01577,Q3_Summer_CMP-01577,2023-10-14 00:00:00,2023-11-11,Instagram,76532,1874,1250.39,308.0,Yes,,IN
CMP-01578,Q4_Winter_CMP-01578,2023-05-22 00:00:00,2023-06-05,TikTok,28788,1120,1518.29,115.0,No,,TI
CMP-01579,Q1_BlackFriday_CMP-01579,2023-08-21 00:00:00,2023-08-30,Facebook,96505,1739,2386.51,158.0,0,,FA
CMP-01580,Q3_Summer_CMP-01580,2023-05-14 00:00:00,2023-06-11,TikTok,49543,898,1411.7,,Yes,,TI
CMP-01581,Q4_BlackFriday_CMP-01581,14/10/2023,2023-11-13,Facebook,14919,155,133.35,16.0,0,,FA
CMP-01582,Q1_Launch_CMP-01582,2023-05-31 00:00:00,2023-06-06,Google Ads,70346,1934,$2254.38,358.0,Y,,GO
CMP-01583,Q4_Winter_CMP-01583,2023-09-20 00:00:00,2023-09-28,Instagram,97122,4400,4063.63,265.0,No,,IN
CMP-01584,Q4_BlackFriday_CMP-01584,2023-10-22 00:00:00,2023-11-05,Email,40974,494,306.99,29.0,1,,EM
CMP-01585,Q2_Summer_CMP-01585,2023-07-13 00:00:00,2023-07-23,E-mail,17371,306,555.37,57.0,No,,E-
CMP-01586,Q1_BlackFriday_CMP-01586,2023-06-23 00:00:00,2023-06-29,TikTok,46084,1032,1644.29,151.0,True,,TI
CMP-01587,Q2_Launch_CMP-01587,2023-08-24 00:00:00,2023-09-10,Google Ads,30629,1202,1144.54,,1,,GO
CMP-01588,Q4_Launch_CMP-01588,2023-09-04,2023-04-12,Email,52184,1859,2600.85,303.0,1,,EM
CMP-01589,Q1_Summer_CMP-01589,2023-11-21 00:00:00,2023-11-29,TikTok,62916,1675,1343.18,252.0,0,,TI
CMP-01590,Q3_BlackFriday_CMP-01590,2023-12-26 00:00:00,2024-01-23,TikTok,74972,3026,$5553.78,392.0,1,,TI
CMP-01591,Q3_BlackFriday_CMP-01591,2023-06-30,2023-07-03,TikTok,63187,2172,1460.36,140.0,Yes,,TI
CMP-01592,Q4_BlackFriday_CMP-01592,2023-05-15,2023-06-04,N/A,13984,641,324.19,110.0,0,,XX
CMP-01593,Q3_Summer_CMP-01593,2023-12-11 00:00:00,2023-12-13,Instagram,34039,1454,1821.88,261.0,1,,IN
CMP-01594,Q1_Summer_CMP-01594,2023-10-11 00:00:00,2023-10-30,Facebook,86431,1738,2389.21,,0,,FA
CMP-01595,Q4_Winter_CMP-01595,2023-07-01 00:00:00,2023-07-22,Facebook,84691,1766,2416.68,313.0,Y,,FA
CMP-01596,Q4_Winter_CMP-01596,2023-04-04 00:00:00,2023-04-30,Google Ads,59606,894,520.1,162.0,0,,GO
CMP-01597,Q4_BlackFriday_CMP-01597,2023-04-08 00:00:00,2023-05-04,Google Ads,11616,272,264.13,36.0,False,,GO
CMP-01598,Q1_Launch_CMP-01598,2023-05-04 00:00:00,2023-06-01,Google Ads,51072,2552,3186.93,378.0,Yes,,GO
CMP-01599,Q4_Launch_CMP-01599,2023-04-14 00:00:00,2023-05-12,Facebook,25574,670,$552.66,,True,,FA
CMP-01600,Q1_Summer_CMP-01600,2023-07-02 00:00:00,2023-07-26,Email,4430,83,150.14,7.0,False,,EM
CMP-01601,Q1_Summer_CMP-01601,2023-02-10 00:00:00,2023-02-16,TikTok,13676,553,$348.76,87.0,False,,TI
CMP-01602,Q1_Winter_CMP-01602,11/11/2023,2023-11-21,Google Ads,11816,374,460.42,67.0,False,,GO
CMP-01603,Q3_Launch_CMP-01603,2023-10-05 00:00:00,2023-10-23,Email,33733,539,828.51,79.0,1,,EM
CMP-01604,Q4_Summer_CMP-01604,2023-07-10 00:00:00,2023-07-26,Email,86680,2186,$1951.28,277.0,0,,EM
CMP-01605,Q3_Launch_CMP-01605,2023-10-22 00:00:00,2023-11-05,Google Ads,3050,81,116.35,,0,,GO
CMP-01606,Q4_Summer_CMP-01606,2023-09-19 00:00:00,2023-10-18,TikTok,34933,1402,2445.2,81.0,No,,TI
CMP-01607,Q4_Launch_CMP-01607,2023-10-23 00:00:00,2023-10-29,Email,25951,280,219.94,32.0,1,,EM
CMP-01608,Q1_Winter_CMP-01608,2023-08-05 00:00:00,2023-08-13,TikTok,33413,693,1299.95,39.0,Yes,,TI
CMP-01609,Q2_Summer_CMP-01609,2023-09-15 00:00:00,2023-09-16,Instagram,35801,1099,1462.04,148.0,1,,IN
CMP-01610,Q3_Summer_CMP-01610,2023-03-31 00:00:00,2023-04-26,Google Ads,56619,1175,1114.9,126.0,1,,GO
CMP-01611,Q3_Launch_CMP-01611,2023-09-23 00:00:00,2023-09-30,Facebook,33913,1191,$1365.23,194.0,1,,FA
CMP-01612,Q1_Launch_CMP-01612,2023-01-07 00:00:00,2023-01-27,Email,41600,1217,1178.41,116.0,Yes,,EM
CMP-01613,Q3_BlackFriday_CMP-01613,2023-02-21 00:00:00,2023-03-16,Facebook,58775,1438,$2283.06,199.0,No,,FA
CMP-01614,Q3_BlackFriday_CMP-01614,2023-05-13 00:00:00,2023-05-16,Instagram,91816,4404,7462.36,575.0,Yes,,IN
CMP-01615,Q2_BlackFriday_CMP-01615,2023-05-18 00:00:00,2023-05-21,TikTok,91093,3214,5622.59,162.0,Y,,INVALID
CMP-01616,Q4_Summer_CMP-01616,2023-07-07 00:00:00,2023-08-01,N/A,36400,553,1094.19,33.0,No,,XX
CMP-01617,Q3_Launch_CMP-01617,2023-08-03 00:00:00,2023-08-07,Email,5494,178,300.27,16.0,Y,,INVALID
CMP-01618,Q3_Winter_CMP-01618,2023-07-25 00:00:00,2023-08-03,N/A,81688,3367,4720.79,613.0,Y,,XX
CMP-01619,Q2_BlackFriday_CMP-01619,2023-03-09 00:00:00,2023-04-05,Google Ads,90431,3467,3497.62,249.0,Y,,GO
CMP-01620,Q4_BlackFriday_CMP-01620,2023-02-21 00:00:00,2023-03-19,Instagram,75691,1277,1681.67,200.0,0,,IN
CMP-01621,Q2_Launch_CMP-01621,2023-10-12 00:00:00,2023-10-18,Email,98419,4812,$2702.43,943.0,False,,EM
CMP-01622,Q1_BlackFriday_CMP-01622,2023-03-16 00:00:00,2023-04-03,Facebook,44001,1229,1987.59,207.0,False,,FA
CMP-01623,Q3_Winter_CMP-01623,2023-08-31 00:00:00,2023-09-04,Email,68364,1118,1306.87,96.0,Y,,EM
CMP-01624,Q3_BlackFriday_CMP-01624,2023-09-13 00:00:00,2023-10-08,Google Ads,46028,792,$419.79,147.0,Y,,GO
CMP-01625,Q1_Summer_CMP-01625,2023-11-19 00:00:00,2023-12-04,Google Ads,98659,1374,815.83,87.0,True,,GO
CMP-01626,Q4_BlackFriday_CMP-01626,2023-09-07 00:00:00,2023-09-25,TikTok,38573,1625,$1756.95,,False,,TI
CMP-01627,Q4_Winter_CMP-01627,18/10/2023,2023-11-12,Instagram,1806,26,35.75,4.0,True,,IN
CMP-01628,Q4_Winter_CMP-01628,2023-02-20,2023-03-04,Instagram,57638,864,1033.61,126.0,No,,IN
CMP-01629,Q3_Launch_CMP-01629,2023-05-11 00:00:00,2023-06-04,Facebook,30757,1353,1933.18,151.0,True,30769.0,FA
CMP-01630,Q3_BlackFriday_CMP-01630,2023-08-19 00:00:00,2023-08-25,Google Ads,35636,847,1033.71,79.0,1,,GO
CMP-01631,Q4_BlackFriday_CMP-01631,2023-07-04 00:00:00,2023-07-09,Facebook,81097,911,1359.72,96.0,0,,INVALID
CMP-01632,Q2_Winter_CMP-01632,2023-05-12 00:00:00,2023-05-30,Email,49280,595,493.07,75.0,No,,EM
CMP-01633,Q3_Summer_CMP-01633,2023-06-29 00:00:00,2023-07-29,Instagram,25262,396,$265.03,38.0,Yes,,IN
CMP-01634,Q1_Winter_CMP-01634,2023-04-12 00:00:00,2023-04-07,N/A,81435,1509,2104.53,294.0,False,,XX
CMP-01635,Q3_BlackFriday_CMP-01635,2023-10-03 00:00:00,2023-10-11,Google Ads,63211,2313,$2838.13,439.0,Y,,GO
CMP-01636,Q2_Launch_CMP-01636,2023-07-01 00:00:00,2023-07-27,Instagram,55842,909,491.13,164.0,No,,INVALID
CMP-01637,Q1_Winter_CMP-01637,2023-08-17 00:00:00,2023-08-18,Instagram,57979,855,915.47,96.0,Y,,IN
CMP-01638,Q1_Summer_CMP-01638,2023-05-27 00:00:00,2023-06-07,N/A,82470,3347,2206.3,514.0,Yes,,XX
CMP-01639,Q4_BlackFriday_CMP-01639,2023-03-27 00:00:00,2023-04-24,Instagram,39197,1444,1872.92,267.0,No,,INVALID
CMP-01640,Q2_BlackFriday_CMP-01640,2023-08-04 00:00:00,2023-08-10,TikTok,42844,1174,1283.96,208.0,False,,TI
CMP-01641,Q3_Launch_CMP-01641,06/02/2023,2023-03-03,Instagram,65754,2102,2984.27,235.0,No,,IN
CMP-01642,Q2_Launch_CMP-01642,2023-06-25 00:00:00,2023-07-04,Email,35157,790,1349.64,,Y,,INVALID
CMP-01643,Q1_BlackFriday_CMP-01643,2023-05-30 00:00:00,2023-06-16,TikTok,78129,2289,2173.41,140.0,Y,,TI
CMP-01644,Q1_BlackFriday_CMP-01644,2023-07-22 00:00:00,2023-08-18,Google Ads,41042,1242,2413.4,169.0,1,,GO
CMP-01645,Q2_Launch_CMP-01645,2023-07-05 00:00:00,2023-07-06,TikTok,62665,1597,2081.61,233.0,True,,TI
CMP-01646,Q1_Winter_CMP-01646,2023-08-19 00:00:00,2023-09-05,Google Ads,83856,3879,$5537.03,688.0,No,,INVALID
CMP-01647,Q2_BlackFriday_CMP-01647,2023-01-12 00:00:00,2023-01-29,Instagram,28376,301,457.82,28.0,Y,,IN
CMP-01648,Q1_Launch_CMP-01648,2023-05-09 00:00:00,2023-06-07,Email,56554,2334,3501.23,175.0,0,,EM
CMP-01649,Q2_Winter_CMP-01649,2023-02-10 00:00:00,2023-02-12,Instagram,15199,227,287.49,24.0,False,,IN
CMP-01650,Q2_Winter_CMP-01650,18/02/2023,2023-03-03,Email,82412,3453,3947.28,355.0,0,,EM
CMP-01651,Q4_Winter_CMP-01651,2023-08-31,2023-09-05,Facebook,51948,1799,1044.63,125.0,Yes,,FA
CMP-01652,Q2_Summer_CMP-01652,2023-07-23 00:00:00,2023-07-29,Google Ads,74781,3270,1743.33,493.0,No,,GO
CMP-01653,Q3_Winter_CMP-01653,2023-02-23 00:00:00,2023-02-25,Instagram,73750,1025,1062.87,129.0,1,,IN
CMP-01654,Q1_Launch_CMP-01654,2023-12-02 00:00:00,2023-12-18,TikTok,67262,2176,2177.07,344.0,False,,TI
CMP-01655,Q4_Launch_CMP-01655,2023-04-28 00:00:00,2023-05-03,Google Ads,47600,1430,1546.61,147.0,1,,INVALID
CMP-01656,Q2_Launch_CMP-01656,2023-11-17 00:00:00,2023-12-15,Instagram,77898,2979,2107.8,294.0,True,,IN
CMP-01657,Q2_Launch_CMP-01657,29/03/2023,2023-04-03,Instagram,63483,1991,$3200.04,,Y,,IN
CMP-01658,Q4_BlackFriday_CMP-01658,2023-12-06 00:00:00,2023-12-14,Facebook,19297,610,1089.12,,False,,FA
CMP-01659,Q3_BlackFriday_CMP-01659,2023-09-01 00:00:00,2023-09-29,Email,31448,854,1629.49,47.0,Yes,,EM
CMP-01660,Q4_BlackFriday_CMP-01660,2023-05-20 00:00:00,2023-06-09,N/A,27172,607,751.8,103.0,No,,XX
CMP-01661,Q3_Winter_CMP-01661,2023-12-24 00:00:00,2024-01-20,TikTok,43874,1285,1993.42,135.0,True,,TI
CMP-01662,Q3_BlackFriday_CMP-01662,2023-08-22 00:00:00,2023-09-03,Instagram,8657,127,226.48,22.0,True,,IN
CMP-01663,Q1_Winter_CMP-01663,2023-10-16 00:00:00,2023-11-04,Facebook,85386,4137,4664.21,704.0,1,,FA
CMP-01664,Q3_Winter_CMP-01664,2023-10-01 00:00:00,2023-10-27,TikTok,26425,1019,982.44,104.0,True,,TI
CMP-01665,Q2_Summer_CMP-01665,2023-10-04,2023-04-19,Facebook,27685,1331,2535.67,205.0,False,,FA
CMP-01666,Q4_BlackFriday_CMP-01666,2023-06-07 00:00:00,2023-06-22,Email,25578,487,620.2,36.0,1,,EM
CMP-01667,Q1_Winter_CMP-01667,05/06/2023,2023-05-01,Email,29831,1347,1678.2,248.0,True,,EM
CMP-01668,Q3_Winter_CMP-01668,2023-09-25 00:00:00,2023-10-10,Instagram,8906,377,$289.39,41.0,No,,IN
CMP-01669,Q4_BlackFriday_CMP-01669,2023-06-26 00:00:00,2023-07-02,TikTok,62413,2314,1532.41,273.0,Yes,,TI
CMP-01670,Q1_Launch_CMP-01670,2023-12-19 00:00:00,2024-01-11,Facebook,55028,1926,3395.85,300.0,No,,FA
CMP-01671,Q4_Launch_CMP-01671,2023-09-02 00:00:00,2023-09-06,TikTok,8287,187,265.76,32.0,0,,TI
CMP-01672,Q4_Summer_CMP-01672,2023-05-30 00:00:00,2023-06-22,Email,34660,1478,$1461.35,126.0,False,,EM
CMP-01673,Q2_Summer_CMP-01673,2023-10-08 00:00:00,2023-10-16,TikTok,76758,2307,1817.0,344.0,Yes,,TI
CMP-01674,Q4_Summer_CMP-01674,2023-10-15 00:00:00,2023-10-21,Facebook,61504,789,1051.93,85.0,Yes,,INVALID
CMP-01675,Q3_Launch_CMP-01675,2023-11-27 00:00:00,2023-12-18,TikTok,60720,1367,1880.83,143.0,1,,TI
CMP-01676,Q2_Summer_CMP-01676,15/05/2023,2023-06-04,TikTok,35701,1692,1371.35,259.0,Y,,TI
CMP-01677,Q3_Summer_CMP-01677,2023-11-17 00:00:00,2023-12-12,Facebook,84300,3711,6594.85,401.0,1,,FA
CMP-01678,Q3_BlackFriday_CMP-01678,2023-11-10 00:00:00,2023-11-12,Facebook,18674,920,576.28,93.0,False,,FA
CMP-01679,Q1_Launch_CMP-01679,2023-05-26 00:00:00,2023-05-29,Email,84560,2969,3070.36,520.0,False,,EM
CMP-01680,Q4_Winter_CMP-01680,2023-05-18 00:00:00,2023-05-31,Email,24874,495,752.69,32.0,1,,EM
CMP-01681,Q4_Winter_CMP-01681,2023-04-04 00:00:00,2023-04-09,Email,44642,737,671.54,111.0,Y,,EM
CMP-01682,Q4_BlackFriday_CMP-01682,2023-08-22 00:00:00,2023-08-23,Facebook,98820,1727,3007.59,150.0,No,,FA
CMP-01683,Q3_BlackFriday_CMP-01683,2023-11-15 00:00:00,2023-11-25,Instagram,66160,713,1147.79,37.0,1,,IN
CMP-01684,Q2_Launch_CMP-01684,19/03/2023,2023-04-03,TikTok,18602,476,801.36,35.0,False,,TI
CMP-01685,Q2_BlackFriday_CMP-01685,01/10/2023,2023-10-18,Instagram,89801,1585,1075.68,223.0,Y,,IN
CMP-01686,Q1_Summer_CMP-01686,2023-02-22 00:00:00,2023-03-20,Facebook,26931,712,506.1,,False,,FA
CMP-01687,Q3_Summer_CMP-01687,2023-08-13 00:00:00,2023-08-29,Email,95377,4520,4202.29,240.0,Y,,INVALID
CMP-01688,Q1_Summer_CMP-01688,19/03/2023,2023-04-10,Facebook,30192,821,$1048.51,45.0,Y,,FA
CMP-01689,Q4_Winter_CMP-01689,2023-04-22 00:00:00,2023-05-17,Email,47542,2145,3479.24,397.0,1,,EM
CMP-01690,Q2_Winter_CMP-01690,2023-09-13 00:00:00,2023-09-26,Email,43520,1489,2612.89,90.0,1,,EM
CMP-01691,Q2_Winter_CMP-01691,2023-01-17 00:00:00,2023-02-04,Email,65772,1307,2034.35,240.0,1,,EM
CMP-01692,Q1_Launch_CMP-01692,16/03/2023,2023-04-03,Email,59762,1448,2740.91,,Y,,EM
CMP-01693,Q1_BlackFriday_CMP-01693,20/07/2023,2023-08-13,Facebook,51106,682,1096.73,109.0,Y,,FA
CMP-01694,Q1_Summer_CMP-01694,2023-08-29 00:00:00,2023-09-11,Instagram,82121,1916,1838.21,184.0,False,,IN
CMP-01695,Q4_Launch_CMP-01695,2023-05-09 00:00:00,2023-06-07,Facebook,26559,985,884.16,176.0,Yes,,FA
CMP-01696,Q4_Launch_CMP-01696,2023-03-04 00:00:00,2023-03-21,Email,34742,447,$690.3,69.0,1,,INVALID
CMP-01697,Q4_Winter_CMP-01697,2023-07-17 00:00:00,2023-08-01,Facebook,70669,1287,1015.84,141.0,0,,FA
CMP-01698,Q3_Winter_CMP-01698,2023-01-18 00:00:00,2023-02-08,Google Ads,81199,2050,1310.1,125.0,False,,GO
CMP-01699,Q1_BlackFriday_CMP-01699,2023-02-18 00:00:00,2023-03-07,Instagram,22754,1121,$1455.43,179.0,False,,IN
CMP-01700,Q3_Winter_CMP-01700,2023-08-31 00:00:00,2023-09-12,Instagram,4972,205,355.15,29.0,True,,IN
CMP-01701,Q4_BlackFriday_CMP-01701,2023-06-15 00:00:00,2023-07-11,Google Ads,71831,2825,$1842.1,142.0,1,,GO
CMP-01702,Q4_Summer_CMP-01702,2023-10-09 00:00:00,2023-10-29,Facebook,42873,627,-1058.27,32.0,No,,FA
CMP-01703,Q2_BlackFriday_CMP-01703,2023-11-23 00:00:00,2023-12-12,Facebook,95661,3945,6774.98,675.0,False,,FA
CMP-01704,Q4_Winter_CMP-01704,2023-01-27 00:00:00,2023-02-19,Google Ads,10903,451,551.76,40.0,True,,GO
CMP-01705,Q2_BlackFriday_CMP-01705,2023-02-27 00:00:00,2023-03-26,Instagram,4020,136,79.69,19.0,0,,IN
CMP-01706,Q1_BlackFriday_CMP-01706,2023-01-08 00:00:00,2023-02-01,Facebook,42755,2121,1615.96,250.0,0,,FA
CMP-01707,Q4_Summer_CMP-01707,2023-03-03 00:00:00,2023-03-16,Facebook,86956,2000,3122.28,359.0,No,,FA
CMP-01708,Q3_Summer_CMP-01708,2023-01-22 00:00:00,2023-02-16,Email,87988,4192,6571.66,786.0,1,,EM
CMP-01709,Q1_Summer_CMP-01709,2023-12-19 00:00:00,2023-12-28,Google Ads,46648,2173,4014.69,433.0,Y,,GO
CMP-01710,Q3_Summer_CMP-01710,2023-02-15 00:00:00,2023-03-04,TikTok,10516,109,149.77,7.0,True,,TI
CMP-01711,Q2_Summer_CMP-01711,2023-12-18 00:00:00,2024-01-17,TikTok,3396,95,-65.19,17.0,Y,,INVALID
CMP-01712,Q1_Summer_CMP-01712,17/11/2023,2023-12-01,Email,85082,4176,2848.54,,0,,EM
CMP-01713,Q3_Launch_CMP-01713,2023-07-02 00:00:00,2023-07-08,Google Ads,20129,284,449.2,39.0,0,,GO
CMP-01714,Q3_Summer_CMP-01714,2023-02-24 00:00:00,2023-03-13,Email,2591,82,63.61,10.0,Yes,,EM
CMP-01715,Q3_Summer_CMP-01715,2023-10-13 00:00:00,2023-11-10,Facebook,12303,604,599.52,31.0,Yes,,FA
CMP-01716,Q2_Winter_CMP-01716,2023-08-13,2023-08-29,Facebook,31561,1016,1250.51,,No,,FA
CMP-01717,Q4_Winter_CMP-01717,2023-07-13 00:00:00,2023-07-18,Instagram,72719,1279,687.01,78.0,Yes,,IN
CMP-01718,Q2_BlackFriday_CMP-01718,2023-01-21 00:00:00,2023-02-16,Instagram,93108,3099,2706.14,474.0,Yes,,IN
CMP-01719,Q1_Winter_CMP-01719,2023-05-31 00:00:00,2023-06-02,Email,87231,1585,500000.0,265.0,No,,EM
CMP-01720,Q3_Winter_CMP-01720,2023-10-18 00:00:00,2023-10-25,Email,8314,255,234.46,43.0,False,,EM
CMP-01721,Q4_Winter_CMP-01721,2023-08-28 00:00:00,2023-08-31,Instagram,20623,267,188.12,18.0,Yes,,IN
CMP-01722,Q2_Launch_CMP-01722,2023-10-11 00:00:00,2023-10-31,TikTok,68675,2350,$3741.24,275.0,False,,TI
CMP-01723,Q1_Summer_CMP-01723,2023-08-19 00:00:00,2023-08-31,Google Ads,97826,3000,5159.16,523.0,False,,GO
